"continente","ano","pib_corrente","pib_taxa_crescimento","pib_per_capita","expec_anos_escolaridade","expec_vida_mulheres","expec_vida_homens","expec_vida_geral","forca_trabalho_ensino_basico","forca_trabalho_ensino_intermediario","forca_trabalho_ensino_superior","pib_gasto_educacao","desemprego_ensino_basico","desemprego_ensino_intermediario","desemprego_ensino_avancad"
"Caribbean small states","2019","37621010338.3616","1.02465322343599","12173.610811624","..","75.5181696258341","69.3737191347951","72.3737406068003","..","..","..","..","..","..",".."
"Caribbean small states","2020","31378030000.782","-9.19346279301007","10101.7904602533","..","75.6856870019938","69.1489863709495","72.3312275141371","..","..","..","..","..","..",".."
"Caribbean small states","2021","36706592898.6925","10.4440323505071","11732.8975463126","..","73.7573606992485","67.4086383982671","70.4817910938051","..","..","..","..","..","..",".."
"Caribbean small states","2022","48138054138.9849","22.4782173424467","15296.212982156","..","74.3051066501443","67.926459871503","71.0346770865606","..","..","..","..","..","..",".."
"Caribbean small states","2023","53252637669.8953","12.7158562820673","16810.93501732","..","..","..","..","..","..","..","..","..","..",".."
"Central Europe and the Baltics","2015","1293623329358.52","4.02632209202108","12528.0826430876","15.7123699188232","80.3718095085265","72.9625917558895","76.5718777647788","33.7889741379702","61.8991252773218","78.6193546675365","4.81700992584229","3.99131060612579","4.38358817678737","4.72712517493438"
"Central Europe and the Baltics","2016","1316821592128.16","2.75319275014614","12785.3859233633","15.5842199325562","80.8220874658193","73.3110617356724","76.9698114171911","33.1976116880349","61.841860744511","78.7590886049967","4.65749979019165","3.36767636159541","3.69295096614472","4.01184087020107"
"Central Europe and the Baltics","2017","1461567745963.7","5.10127396652673","14225.8773247545","15.5721101760864","80.6935222280862","73.3517948256635","76.9283763556248","33.5346781330153","62.1520580478669","78.8684614966138","4.07527017593384","2.915562448882","3.0096667769794","3.14308631874656"
"Central Europe and the Baltics","2018","1649014249607.31","4.94640018271339","16081.9110638536","15.479640007019","80.7809918564187","73.3628914039973","76.9768226818402","33.2292475954397","61.79044321723","78.9879066159283","4.24356985092163","2.42415970598984","2.48934438729321","2.60068336693451"
"Central Europe and the Baltics","2019","1674815945871.77","3.9085218171802","16355.8581493383","15.4132204055786","81.0160796344424","73.7044279479034","77.2668446661451","33.4870788330957","61.2727488462619","79.1129335089172","4.27319002151489","2.0963218433772","2.22740153224061","2.36686424934264"
"Central Europe and the Baltics","2020","1665817489087.96","-3.41747603978885","16302.7546246465","15.3944902420044","79.9741258345385","72.3845741254214","76.0823543627006","33.040291649982","60.6457019297698","78.4459218333028","4.72159004211426","2.47710382750306","2.59920124307309","2.71113594741834"
"Central Europe and the Baltics","2021","1908203520080.5","6.43339870687696","18816.1336904293","15.4706296920776","78.6268589259323","71.1582462118745","74.7974010962248","30.8671361838708","60.4345962087503","79.4348647221194","5.01000022888184","2.37846333133178","2.3918948252282","2.42547381525955"
"Central Europe and the Baltics","2022","1943576044705.41","4.24707312691251","19414.7416594388","15.4632301330566","80.5601890472016","73.2082923788518","76.7900832133555","31.3654007258982","60.7274787296471","79.9236449651712","..","2.15376795997665","1.99450351821828","1.91686409456189"
"Central Europe and the Baltics","2023","2252970882003.43","0.51170304534574","22494.4806637564","..","..","..","..","31.349735864726","60.353156281355","79.9397859581028","..","1.79218372913284","1.87208646265393","1.97626144807705"
"Early-demographic dividend","2015","10237020101449.3","4.413613006364","3234.22594362502","11.7312498092651","71.9313087083528","67.9302472915612","69.8712079158622","..","..","..","4.02387511730194","..","..",".."
"Early-demographic dividend","2016","10537028724316.6","4.41966409712549","3284.23162293425","11.9691095352173","72.2801307071338","68.2698952789289","70.2163878090451","..","..","..","4.00170505046844","..","..",".."
"Early-demographic dividend","2017","11393447781978.4","4.6328678778804","3504.86445468793","11.9454002380371","72.6046030695642","68.5867520062649","70.5384490311908","..","..","..","3.93130993843079","..","..",".."
"Early-demographic dividend","2018","11524427704062.7","3.84020966703507","3499.78425455711","11.7796802520752","72.8789921083209","68.8227265227278","70.7948250264641","51.8558472349709","50.9450280528544","67.8487104700107","3.80771505832672","11.7960926444058","13.9974794649604","19.580072812976"
"Early-demographic dividend","2019","11767656585558.1","2.40227091068419","3528.99645119156","11.858790397644","73.1268449838439","69.0189296487657","71.0147388840035","53.1980816720036","52.4887130063707","68.7776169548895","3.49000000953674","11.2473466499716","13.2002217844621","17.6210519495245"
"Early-demographic dividend","2020","10981013167791.7","-4.36828773942052","3254.22794317044","12.0393495559692","72.2882265841076","67.9416528791533","70.0286934138786","51.5469758176342","51.2711876592527","67.5195946337832","4.10250997543335","12.8253664393541","14.733875789025","19.1855299395356"
"Early-demographic dividend","2021","12771307369960.5","7.62136441675764","3743.85887403193","12.1569299697876","70.7449761741067","66.3772958444152","68.4660405919992","53.8312121277874","52.5383164506872","69.2468586124402","3.91850006580353","11.4349413981082","13.5346869133132","18.2709052116121"
"Early-demographic dividend","2022","14131148776107.2","5.58275972830056","4099.07591276369","12.3485298156738","71.546203057214","67.2367027313421","69.3164374718329","54.1502112012875","53.9000224473481","69.7257808001362","3.69249999523163","10.3214713565961","12.2727136282786","16.6275607040914"
"Early-demographic dividend","2023","14847823837515.2","4.04377851336302","4258.91763675723","..","..","..","..","..","..","..","..","..","..",".."
"East Asia & Pacific","2015","21995274219766.7","4.72838604064859","9586.05662481986","13.5170202255249","78.7656937259016","73.2890439440348","75.9487361156154","..","..","..","3.58360004425049","..","..",".."
"East Asia & Pacific","2016","22776012762509.5","4.65907989167707","9856.66562356527","13.5504503250122","78.988996791781","73.4479302456699","76.1378749593036","..","..","..","3.56997132301331","..","..",".."
"East Asia & Pacific","2017","24329094912610","5.05317448248172","10454.5358035249","13.6582002639771","79.1970677914572","73.4209155598871","76.212440060682","..","..","..","3.44199991226196","..","..",".."
"East Asia & Pacific","2018","26487859556590.8","4.75915481378036","11312.9085413924","13.7607898712158","79.4833214215468","73.8641950883165","76.593958850351","..","..","..","3.31080508232117","..","..",".."
"East Asia & Pacific","2019","27032494942206.6","3.96022191431953","11484.3410118407","13.936240196228","79.6592127603441","74.0865816628524","76.7976822848408","..","..","..","3.35599994659424","..","..",".."
"East Asia & Pacific","2020","27156482410418.4","-0.144692822272759","11487.8328132182","14.1365299224854","79.7001989352594","73.98920133138","76.7597016880244","..","..","..","3.61647820472717","..","..",".."
"East Asia & Pacific","2021","31148240510250.8","6.22113626390231","13141.5286612157","14.3766498565674","79.3284329259275","73.638871831937","76.3932950185842","..","..","..","3.32092177867889","..","..",".."
"East Asia & Pacific","2022","30663750183419.1","2.88602957954214","12909.9187395962","14.5601797103882","79.7140148726101","74.2200134208403","76.902046062456","..","..","..","3.40219378471375","..","..",".."
"East Asia & Pacific","2023","30775659199419.9","4.09517860393547","12927.6838082962","..","..","..","..","..","..","..","..","..","..",".."
"East Asia & Pacific (excluding high income)","2015","13323235973753","6.70715877038921","6499.96372015715","13.2787799835205","77.8819329651781","72.5196254402491","75.1230351733187","..","..","..","3.58360004425049","..","..",".."
"East Asia & Pacific (excluding high income)","2016","13614572556661.5","6.56471186911301","6592.51791291846","13.3182497024536","78.1232497163152","72.6809719991773","75.3218632190618","..","..","..","3.56997132301331","..","..",".."
"East Asia & Pacific (excluding high income)","2017","14881098135429.5","6.70769640336606","7151.27470673284","13.4421300888062","78.3404623444067","72.6288528507143","75.3859113160495","..","..","..","3.44199991226196","..","..",".."
"East Asia & Pacific (excluding high income)","2018","16640354816152.1","6.52499175086045","7944.75974327118","13.5804100036621","78.6532790000083","73.1094793982118","75.801433724838","..","..","..","3.24668502807617","..","..",".."
"East Asia & Pacific (excluding high income)","2019","17213215781553.2","5.7818918001209","8171.96552369406","13.7489500045776","78.8233530835638","73.330165921431","76.0020203002054","..","..","..","3.08500003814697","..","..",".."
"East Asia & Pacific (excluding high income)","2020","17487334631867.3","1.24692683762466","8262.92725428299","13.9698600769043","78.8433681071839","73.200460746774","75.9360246370322","..","..","..","3.53138744831085","..","..",".."
"East Asia & Pacific (excluding high income)","2021","20840018387172.9","7.60374970783415","9813.48481652444","14.2130098342896","78.4455413079626","72.8248512121054","75.5432912976843","..","..","..","3.01626002788544","..","..",".."
"East Asia & Pacific (excluding high income)","2022","21113809331055.5","3.41361786942464","9916.80434352001","14.416410446167","78.9512388518687","73.5324085412667","76.1785115827895","..","..","..","3.09819376468658","..","..",".."
"East Asia & Pacific (excluding high income)","2023","21150247849983.1","5.06852213671102","9912.69685076252","..","..","..","..","..","..","..","..","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2015","13306887306272.5","6.70720095585358","6572.88955264077","13.2916803359985","77.9124395021896","72.5530107209891","75.1521464652061","..","..","..","3.58360004425049","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2016","13597889126598.8","6.56457371022981","6666.30238489789","13.3301696777344","78.1567633841824","72.7149314812254","75.3531204811651","..","..","..","3.56997132301331","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2017","14862823962899.4","6.70740565027259","7231.05858273787","13.4548997879028","78.3752143027379","72.6585373408103","75.4157333943935","..","..","..","3.44199991226196","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2018","16619890220308.8","6.52484260710393","8033.20664789751","13.5937900543213","78.6918114284671","73.1430911282111","75.8356932818659","..","..","..","3.24668502807617","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2019","17192020073785.4","5.78182085585361","8262.81763368418","13.764949798584","78.8630869923456","73.3626197875685","76.0366573507797","..","..","..","3.08500003814697","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2020","17465773779184.1","1.24678181948383","8354.73673784021","13.9884700775146","78.8829596292157","73.2293684843614","75.9688903275997","..","..","..","3.53138744831085","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2021","20814269278438.4","7.60341969056822","9922.57074410658","14.2355499267578","78.4798116222467","72.8488359782741","75.5711934120901","..","..","..","3.01626002788544","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2022","21087707522778","3.41356550854968","10027.1765277205","14.4407997131348","78.986804740981","73.5632954189876","76.210674453839","..","..","..","3.09819376468658","..","..",".."
"East Asia & Pacific (IDA & IBRD)","2023","21124121301342.6","5.06844554937925","10023.2019952136","..","..","..","..","..","..","..","..","..","..",".."
"Euro area","2015","11727106023830.5","2.05440886774878","34118.3659418664","16.7513408660889","84.2407747296937","78.9353033520189","81.5187535513769","37.5363648556365","64.9441310910814","76.6764227421409","4.93930768966675","7.59275017771251","8.85409395607415","10.1364011905883"
"Euro area","2016","12025904489799.8","1.86578632128172","34889.6717204536","16.7196006774902","84.6478952272658","79.3085194692434","81.9086902798181","37.2648821438816","65.0798292084105","76.8176393963619","4.8159499168396","6.59950047943224","7.89375985609032","9.17540224940841"
"Euro area","2017","12736901061170","2.62860957024193","36878.9370566652","16.8424797058105","84.5235672125912","79.3815682078927","81.8854775039638","37.4381497469882","64.4813004648654","76.5440012489508","4.82618498802186","5.85453478353332","7.06483686458006","8.27469374613661"
"Euro area","2018","13761117139592.9","1.78893526039165","39754.4354659311","16.9278106689453","84.6451476851302","79.4982670718248","82.0045418889234","37.1211477961639","64.2119924828927","76.4843884589477","4.80485987663269","5.28397423798507","6.33487854029723","7.41907665220848"
"Euro area","2019","13481146122147.1","1.5904260702233","38904.6070562194","16.9774894714355","84.8964817806019","79.8000236838375","82.281962811136","37.0211759037617","64.0170117369198","76.5569173932513","4.76325511932373","5.09143143819477","5.98488983887637","6.92534846621687"
"Euro area","2020","13155164142399.1","-6.11006917047806","37915.3833633908","17.0064792633057","84.1604627755353","78.9616299402231","81.4934312334359","36.0361027395036","61.9739310007907","75.5874546274247","5.14319491386414","5.55854940633214","6.3042466668372","7.06049490741691"
"Euro area","2021","14754625131073.3","5.96333641598549","42527.524210531","17.1420097351074","84.2980236330049","79.0283508526873","81.5949469717165","36.4753700222843","62.5213296020461","76.2870381681342","5.00500011444091","5.30470221629262","6.02389660979698","6.78795606334343"
"Euro area","2022","14224347000135.6","3.42612123895194","40835.654761862","17.1448402404785","84.2746580616305","79.2577518757886","81.7013841071642","37.4111148127406","63.0680000244311","76.5962042117411","..","4.54452485347694","5.09618216801438","5.66613118203713"
"Euro area","2023","15544858680873.8","0.446837045901361","44368.5755448892","..","..","..","..","37.8611718173543","62.9626298796046","76.667884091952","..","4.25761382504597","4.89486781301016","5.58722632194928"
"Europe & Central Asia","2015","20481460301210.5","2.0581470448719","22579.1836978638","15.777850151062","80.6190535073082","74.0299287588026","77.2288167304908","38.8966429958684","67.1088046973205","76.6102803791884","4.90953016281128","7.26093150858135","8.20997844922043","9.23784171399088"
"Europe & Central Asia","2016","20408605606979.3","1.89982163138352","22398.149896359","15.8143901824951","80.9418139798926","74.3725534550593","77.5626794340073","38.3181816185696","67.0315046470063","76.746237096814","4.8159499168396","6.88570476462483","7.71850247625929","8.75546202814458"
"Europe & Central Asia","2017","21652842504644.6","2.90872250204244","23670.8127114864","15.8473501205444","81.0546048431435","74.6695943862636","77.7731288262557","38.1999874752638","64.6048725318716","75.8659986983925","4.7352249622345","6.35007829762501","7.21826810471681","8.2479045504285"
"Europe & Central Asia","2018","23188735732226.2","2.13444056000746","25255.0647194697","15.9849100112915","81.1846832979456","74.8040893677038","77.9065124477291","38.3547739237844","66.2065672493647","75.9104693978505","4.67667984962464","5.95322918861417","6.77378455498323","7.7189983668521"
"Europe & Central Asia","2019","22908223277507.4","1.80525623034259","24867.4720139645","16.0306797027588","81.4302749253401","75.1028288426676","78.1805069857389","38.0763102757441","65.5541811566403","75.7734914798198","4.63002014160156","5.97410915059425","6.84546495990185","7.79781208175959"
"Europe & Central Asia","2020","22156549343244.9","-5.46244371164977","23994.9286739351","16.0321502685547","80.2717041778933","73.8316402651355","76.9524881251755","36.1088279493781","63.8312768843536","74.8111120293119","4.86960005760193","6.2617365709493","6.81143494450088","7.33809478750644"
"Europe & Central Asia","2021","25331394418403.8","6.52385192111231","27409.9227679737","16.163990020752","79.8617806910097","73.6552889707907","76.6664237901787","37.2165239213505","64.3523244849119","75.4524848810937","4.96000003814697","5.80402741407411","6.59099855708479","7.40593092406074"
"Europe & Central Asia","2022","25389267749916","3.15749866416037","27567.4143997687","16.1806793212891","81.0588801448828","74.7960734645677","77.8413187004759","37.2616620125984","63.3925564500217","78.797586434001","..","4.67028786151509","5.38427440403633","6.16713788674222"
"Europe & Central Asia","2023","27240628835585.3","0.964032941751626","29483.4414501406","..","..","..","..","37.5654525172532","63.3154739470376","78.8920383268962","..","4.09055173244047","4.91696515040917","5.85008797467594"
"Europe & Central Asia (excluding high income)","2015","1507646946545.93","3.58755229325712","6312.15034167041","14.8201198577881","76.9931324855417","69.8190399776906","73.3478435346401","..","..","..","4.55485486984253","10.1716977998086","11.8221288172082","13.9758673278359"
"Europe & Central Asia (excluding high income)","2016","1447395306947.53","2.78533413629492","6006.36708907309","14.9129104614258","77.2027891379887","70.0329614591184","73.5601177546349","35.8299521783572","60.4119244961683","76.385382393016","4.62773990631104","10.3479909018799","11.3730166993235","13.5694848638796"
"Europe & Central Asia (excluding high income)","2017","1485108260761.97","5.82147037918305","6111.39433717826","14.9191904067993","77.478614623269","70.431248778111","73.906206920089","..","54.0794527413877","76.8760999439781","4.32368993759155","9.43945313677018","10.8258731523387","12.9336665611016"
"Europe & Central Asia (excluding high income)","2018","1459981302399.66","3.5134921058027","5957.82642405214","15.2209501266479","77.6680073484264","70.6309388224025","74.1037358766071","43.2760612870459","64.1934536035121","76.6755618838558","4.30003976821899","9.10560348819807","10.6325605971156","12.7556630789064"
"Europe & Central Asia (excluding high income)","2019","1488770219744.96","2.24722492786316","6022.63238606854","15.3078098297119","77.8716063523131","70.878011034291","74.3314248375679","..","..","..","4.1851350069046","9.19903222384395","11.1167581919007","13.4930224934436"
"Europe & Central Asia (excluding high income)","2020","1428327223229.53","0.321073682012468","5738.25499247106","15.3025598526001","76.3088783535185","69.2117127980122","72.6714543269783","33.8733107792063","59.2201284871758","72.7371468544473","4.44600009918213","8.94862487734555","10.0212412177511","11.1131779119452"
"Europe & Central Asia (excluding high income)","2021","1659440839146.7","9.00036510298978","6620.20379563516","15.3933401107788","76.074215133414","69.2690866500877","72.5931250210647","..","..","..","4.38600015640259","8.662180905155","10.5789009036895","12.7332255077712"
"Europe & Central Asia (excluding high income)","2022","1803038234535.2","3.07761568064204","7302.23861126112","15.4053897857666","77.571300031632","70.7201129149399","74.1065139397942","..","..","..","4.69618535041809","..","..",".."
"Europe & Central Asia (excluding high income)","2023","2098349713814.25","4.60658952923629","8479.05683108165","..","..","..","..","..","..","..","..","..","..",".."
"Europe & Central Asia (IDA & IBRD)","2015","3627947465522.13","1.48815723386977","8014.50415079485","14.9041299819946","77.4032571942816","69.0600824477918","73.1256308117884","34.2790579577857","67.1369760598653","74.7181596969847","4.32219982147217","7.79787190853691","8.5921760749094","9.52706383006606"
"Europe & Central Asia (IDA & IBRD)","2016","3486198200219.98","1.8525064629824","7662.53290925723","14.9698801040649","77.6875815223443","69.4032472878417","73.4417908832798","33.372430407248","66.8900911563959","74.9373271357837","4.29491496086121","7.96707968895418","8.51383181995289","9.52224805512983"
"Europe & Central Asia (IDA & IBRD)","2017","3909728235465.93","4.29253214633275","8554.01109678491","14.9722299575806","77.9971651274314","69.9302676050766","73.8687404688136","32.0720356724002","61.8816625378403","73.2251784545175","4.1994800567627","7.48749701483818","8.21539759203448","9.286983091303"
"Europe & Central Asia (IDA & IBRD)","2018","4077637180273.38","3.69471936803782","8883.5015112008","15.240779876709","78.1602986540731","70.1019360842617","74.0382839699586","33.3261404802253","65.7216827845237","73.2777418347751","4.17266488075256","7.1988457490976","8.04079541119448","9.13196242408657"
"Europe & Central Asia (IDA & IBRD)","2019","4159709661061.93","2.65714284041665","9022.69589831855","15.3152904510498","78.4124124098163","70.4350611381517","74.333622434176","32.6041525577666","64.4106921504284","72.7656411645587","3.95437002182007","7.36426691954722","8.50252793388949","9.81288518569574"
"Europe & Central Asia (IDA & IBRD)","2020","3900798423599.77","-1.46289536902678","8437.72850580865","15.3093996047974","76.8455287162487","68.7667443808461","72.6915981615403","29.7147583716644","62.5347700345812","71.5988906867654","4.44021010398865","7.40964538301261","7.98662679132389","8.48554300356525"
"Europe & Central Asia (IDA & IBRD)","2021","4623633114358.75","7.38646816523473","9985.47709265927","15.3985900878906","75.8923291438108","68.3373147515309","72.0127517076026","31.8203533273358","63.649677555132","72.2084789661845","4.38600015640259","6.85472489765788","7.98371140096966","9.16138408087082"
"Europe & Central Asia (IDA & IBRD)","2022","5220065561112.42","1.767977505166","11413.9150111898","15.4091901779175","78.0389199552483","70.0522017745205","73.9544949376725","31.667325993928","61.4362010772836","79.4738526276464","4.69618535041809","5.42073761372168","6.56697817547387","7.92049362833411"
"Europe & Central Asia (IDA & IBRD)","2023","5466276097557.08","3.44498020551657","11952.6880645648","..","..","..","..","31.9055206192089","61.3633120337453","79.4804532433604","..","4.26824155332142","5.67409884968747","7.36985271745386"
"European Union","2015","13553897260141","2.30937774489288","30487.6523692732","16.6016101837158","83.4589830039733","77.8275364082164","80.5684394242096","37.4963830291975","64.5593721553622","77.2738194528458","4.90953016281128","6.93074167325863","8.03778530141007","9.17091488366214"
"European Union","2016","13888833465037.9","1.97230777572166","31174.7535083936","16.5571899414062","83.8632892775631","78.1902182462582","80.9512974807301","37.1952956268916","64.6457586348392","77.4036191195494","4.79266977310181","6.05535854663489","7.20165839490121","8.36271422487735"
"European Union","2017","14765880176508.2","2.84476536928575","33091.3890251906","16.6651401519775","83.7439316508713","78.258909132863","80.9282086468659","37.4086352936491","64.2612140871125","77.2109714487613","4.64757013320923","5.4024573872569","6.46282663330347","7.55212646962925"
"European Union","2018","15981445869808.9","2.06690196954229","35752.5873421988","16.7089004516602","83.8531292133199","78.3514668482028","81.0287289990803","37.1199575853966","63.9824235035892","77.1944522823302","4.62343978881836","4.89597003088573","5.82117289532728","6.80471252905553"
"European Union","2019","15694050310523.1","1.80531197138112","35080.9147971764","16.7237892150879","84.1090622873377","78.6659054050384","81.3148579639404","37.1374224095005","63.7619495769735","77.2671997598019","4.63002014160156","4.71239022920534","5.50885685216882","6.35907613261284"
"European Union","2020","15381418584246.1","-5.65285689951504","34357.1199881912","16.7412204742432","83.3178735037228","77.7331728832109","80.4508691329259","36.3099473446442","62.0478278792345","76.3853878807811","4.87656021118164","5.13843060829205","5.80119507150134","6.48649646483255"
"European Union","2021","17315127119106.5","6.00872929242561","38720.8751728955","16.87087059021","83.191270694054","77.5914466914316","80.3166132259756","36.117584160769","62.2951834590385","77.0033907526927","5.01000022888184","4.87294870886987","5.50822102259157","6.19789136032589"
"European Union","2022","16761496590765.2","3.47865373531921","37466.6963511535","16.8660297393799","83.5633954164758","78.1851467079315","80.8026211073853","36.982528987611","62.7523972154887","77.3417921045807","..","4.15602988759705","4.63788161547809","5.15780699553459"
"European Union","2023","18349388450765.6","0.450652377532009","40823.8762634762","..","..","..","..","37.3449086631768","62.597453327497","77.3654977562563","..","3.89754882577876","4.47054334723035","5.10118034571197"
"Fragile and conflict affected situations","2015","1617323277101.47","1.07053760946113","1845.31230428842","..","63.1747354289717","58.9517151858427","61.0144636434117","..","..","..","3.67008996009827","..","..",".."
"Fragile and conflict affected situations","2016","1490633651211.68","2.16715558337386","1663.08517085287","..","63.515116957612","59.177420085258","61.2923803606297","..","..","..","3.09477996826172","..","..",".."
"Fragile and conflict affected situations","2017","1549712150984.09","2.5433347260378","1690.94404160881","..","63.8935088316281","59.526565425048","61.6570844120365","..","..","..","3.78976988792419","..","..",".."
"Fragile and conflict affected situations","2018","1735183810120.25","2.72015847064731","1852.26631004128","..","64.226865103263","59.8236347881128","61.9720515279674","..","..","..","3.0132200717926","..","..",".."
"Fragile and conflict affected situations","2019","1842154935322.18","2.52349885724942","1923.17068917178","..","64.4938059010748","60.1420660000699","62.2697807430552","..","..","..","3.5405249595642","..","..",".."
"Fragile and conflict affected situations","2020","1690930063237.89","-6.35338636086044","1725.7217597946","..","64.0472891323294","59.5877211794922","61.7624869876376","..","..","..","..","..","..",".."
"Fragile and conflict affected situations","2021","1796274437015.52","4.56899423218873","1792.92066416628","..","63.5917608872483","59.0394397115416","61.2532657354491","..","..","..","..","..","..",".."
"Fragile and conflict affected situations","2022","1950006457159.66","1.46339696745457","1913.3742283108","..","64.1188436744275","59.5838558982226","61.7925883005562","..","..","..","..","..","..",".."
